_id_x;ID;APT;COMUNE_CODICE;COMUNE;DENOMINAZIONE;TIPOLOGIA;CATEGORIA;INDIRIZZO;FRAZIONE;CAP;PROV;TELEFONO;TELEFONO2;FAX;WEB;EMAIL;COORDX;COORDY;TOTALE_UNITA;TOTALE_LETTI;TOTALE_BAGNI;geometry;_id_y;CODICE;COD_ISTAT;DESCRIZIONE
3195;18375;5;54056;UMBERTIDE;CAIMELI;Agriturismo;Agriturismo;loc.romeggio 517;;06019;PG;004915119616332;;;;info@caimeli.com;1956886.0;5128102.0;2;16;6;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3196;5509;5;54056;UMBERTIDE;CAPPONI;Albergo;2 stelle;PIAZZA XXV APRILE ;;06019;PG;075.9412662;335/1336018;075.9412721;www.hotelcapponi.com;daniela@hotelcapponi.com;2303180.51002943;4798263.60507734;10;19;10;POINT (2303180.51002943 4798263.60507734);5;5;543601;ALTA VALLE DEL TEVERE
3197;19670;5;54056;UMBERTIDE;CASA ADRIANO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC.MAZZAFORTE-NICCONE ;NICCONE;06019;PG;N;;;;;1956886.0;5128102.0;1;7;3;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3198;19631;5;54056;UMBERTIDE;CASA BALDELLI;Case e appartamenti per vacanze;Case e appartamenti per vacanze;VIA DEL BOSCO 8;;06019;PG;338/6051678;;;;gillycarey@btinternet.com;1956886.0;5128102.0;1;8;7;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3199;7723;5;54056;UMBERTIDE;CASA BRUCIATA;Agriturismo;5 spighe;LOC. SAN BARTOLOMEO DEI FOSSI 16-18;PREGGIO;06019;PG;075.9410277;;;www.casabruciata.com;info@casabruciata.com;2297098.65301;4792487.58735;9;29;9;POINT (2297098.65301 4792487.58735);5;5;543601;ALTA VALLE DEL TEVERE
3200;9293;5;54056;UMBERTIDE;CASA CHRISSIE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;VOC. CALZOLARI - LOC. S. GIULIANA 114;PIERANTONIO;06019;PG;075.9414219;;;www.casasangabriel.com;chrissie@casasangabriel.com;2305081.81805;4792707.92065;3;7;3;POINT (2305081.81805 4792707.92065);5;5;543601;ALTA VALLE DEL TEVERE
3201;15645;5;54056;UMBERTIDE;CASA CORDINO;Affittacamere;Affittacamere;LOC. RASINA 314/C;;06019;PG;075.9410937;;;;;2293321.01584;4799303.5264;3;7;1;POINT (2293321.01584 4799303.5264);5;5;543601;ALTA VALLE DEL TEVERE
3202;19669;5;54056;UMBERTIDE;CASA COSTA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC.MONTE ACUTO-UMBERTIDE ;;06019;PG;340 3166013;;;;radetzky.katharina@gmail.com;1956886.0;5128102.0;1;8;3;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3203;19657;5;54056;UMBERTIDE;CASA MATIRA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC.ROCCA RASINA ;;06019;PG;075/78205511;347/5300033;;;rachel@casamatira.com;1956886.0;5128102.0;1;12;6;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3204;15161;5;54056;UMBERTIDE;CASA NOVA;Agriturismo;3 spighe;VOC. CASA NOVA - LOC. COMUNAGLIA 251;COMUNAGLIA;06019;PG;075.9410806;338/9974107;;www.casanovaumbria.eu;rentals@casanovaumbria.eu;2307511.07892;4800181.94741;4;28;11;POINT (2307511.07892 4800181.94741);5;5;543601;ALTA VALLE DEL TEVERE
3205;9575;5;54056;UMBERTIDE;CASA SAN SAVINO;Bed & Breakfast;Bed & Breakfast;Loc. Montecorona 369;;06019;PG;339/1431413;;;;ddaanniieellaa@tin.it;2305362.84086;4794169.29797;2;4;1;POINT (2305362.84086 4794169.29797);5;5;543601;ALTA VALLE DEL TEVERE
3206;19700;5;54056;UMBERTIDE;CASA SANT'ANNA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC.SANT'ANNA-VOC.CIVITELLA ;;06019;PG;333/4347899;;;;;1956886.0;5128102.0;1;6;3;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3207;7297;5;54056;UMBERTIDE;CASABALDI;Agriturismo;3 spighe;LOC. IL COLLE ;PIERANTONIO;06015;PG;075.9414415;;075.9414390;www.colledelsole.it;laurettapolidori@virgilio.it;2308457.72298;4793625.6168599995;2;11;3;POINT (2308457.72298 4793625.616859999);5;5;543601;ALTA VALLE DEL TEVERE
3208;9220;5;54056;UMBERTIDE;CASALE DEGLI OLMI;Agriturismo;4 spighe;Romeggio 566;;06019;PG;3356775737;3356775737;;www.casaledegliolmi.com;info@casaledegliolmi.com;2302060.3637900003;4797496.29717;5;18;5;POINT (2302060.36379 4797496.29717);5;5;543601;ALTA VALLE DEL TEVERE
3209;9542;5;54056;UMBERTIDE;CASALE MONTE ACUTO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC. MONTE ACUTO ;;06019;PG;335/5961841;;;;;2301774.9133200003;4794709.79161;3;6;2;POINT (2301774.91332 4794709.79161);5;5;543601;ALTA VALLE DEL TEVERE
3210;9563;5;54056;UMBERTIDE;CASALE SAN DONATO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC. CAICOCCI ;;06019;PG;335/6653882;;;;;2300019.8838400003;4796159.62533;3;6;2;POINT (2300019.88384 4796159.62533);5;5;543601;ALTA VALLE DEL TEVERE
3211;14183;5;54056;UMBERTIDE;CASALE VECCHIA CAMPANA - I CAMINI;Affittacamere;Affittacamere;Voc.Santa Maria 131;NICCONE;06019;PG;3937848332;;;;barbetti@termoform.com;2304583.0177;4798528.219269999;1;8;3;POINT (2304583.0177 4798528.219269999);5;5;543601;ALTA VALLE DEL TEVERE
3212;14182;5;54056;UMBERTIDE;CASALE VECCHIA CAMPANA - LA TORRE;Affittacamere;Affittacamere;Voc. Santa Maria 131;NICCONE;06019;PG;3392372737;;075-33112;;;2304583.0177;4798528.219269999;1;6;2;POINT (2304583.0177 4798528.219269999);5;5;543601;ALTA VALLE DEL TEVERE
3213;15349;5;54056;UMBERTIDE;CASTELLO DEL VALENZINO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;STRADA PROV.LE DEL PANTANO ;;06019;PG;0759414042;;;www.castellovalenzino.com;info@castellovalenzino.com;2304065.57665;4798316.12769;7;25;12;POINT (2304065.57665 4798316.12769);5;5;543601;ALTA VALLE DEL TEVERE
3214;5577;5;54056;UMBERTIDE;CENTRO AGRITURISTICO BELLONA;Agriturismo;3 spighe;LOC. PETRIGNANO DI PREGGIO 332;;06060;PG;075.9410291;;075.9410960;;;2294545.01808;4791423.4160400005;8;19;8;POINT (2294545.01808 4791423.416040001);5;5;543601;ALTA VALLE DEL TEVERE
3215;7808;5;54056;UMBERTIDE;COLLE DEL SOLE;Agriturismo;4 spighe;LOC. IL COLLE DI PIERANTONIO ;;06015;PG;075.9414266;;075.9414337;www.colledelsole.it;info@colledelsole.it;2308782.55406;4794655.126759999;6;25;11;POINT (2308782.55406 4794655.126759999);5;5;543601;ALTA VALLE DEL TEVERE
3216;9637;5;54056;UMBERTIDE;COLLE ULIVETO;Agriturismo;2 spighe;Via del Castello ;MONTECASTELLI;06010;PG;335-1094489;;075-9410095;www.thedreamvalley.it;info@thedreamvalley.it;2300588.72076;4802010.62556;5;18;8;POINT (2300588.72076 4802010.62556);5;5;543601;ALTA VALLE DEL TEVERE
3217;18200;5;54056;UMBERTIDE;COLLINA DEI FAGIANI;Agriturismo;3 spighe;Loc.San Benedetto 115;;06019;PG;328/8232805;;075/8860090;;guido.pierluigi@alice.it;0.0;0.0;8;23;10;POINT (0 0);5;5;543601;ALTA VALLE DEL TEVERE
3218;17949;5;54056;UMBERTIDE;COUNTRY HOUSE CHIESA DEL CARMINE;Country house;Country house;LOC. SODO PULITO - VOC. SANTA GIULIANA 112;;06019;PG;335/8484017;;;www.chiesadelcarmine.com;david@casasangabriel.com;1956886.0;5128102.0;8;14;8;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3219;17787;5;54056;UMBERTIDE;CdR UMBERTIDE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;SAN PAOLO DI PREGGIO SNC;PREGGIO;06060;PG;075.844362;;075.844363;www.reschio.com;info@reschio.com;1956886.0;5128102.0;6;21;19;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3220;5540;5;54056;UMBERTIDE;FATTORIA DEL CERRETINO;Agriturismo;5 spighe;VIA COLONNATA 3;;06010;PG;075.9302103;;075.9302166;www.cerretino.it;info@cerretino.it;2295316.92305;4803499.7545;7;26;10;POINT (2295316.92305 4803499.7545);5;5;543601;ALTA VALLE DEL TEVERE
3221;9540;5;54056;UMBERTIDE;FONTE DEL GIGLIO;Agriturismo;3 spighe;Piazza Marconi 24;;06019;PG;075-9413768;;;http://fontedelgiglio.altervista.org;aobaglioni@uni.net;2303153.13564;4798571.87589;1;6;2;POINT (2303153.13564 4798571.87589);5;5;543601;ALTA VALLE DEL TEVERE
3222;5560;5;54056;UMBERTIDE;GLI ARRIGHI;Agriturismo;3 spighe;VOC. ARRIGHI DI SOTTO - SAN PAOLO PREGGIO ;;06060;PG;3289077955;;075.9410225;www.arrighi.it;info@arrighi.it;2293756.10592;4795619.9588;2;8;2;POINT (2293756.10592 4795619.9588);5;5;543601;ALTA VALLE DEL TEVERE
3223;17322;5;54056;UMBERTIDE;GOCCIA DI LUNA;Agriturismo;4 spighe;LOC. SERRA  PARTUCCI 235;;06019;PG;075.9414112;331/7560723;075.9414112;www.agriturismogocciadiluna.it;info@agriturismogocciadiluna.it;1956886.0;5128102.0;9;18;9;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3224;7991;5;54056;UMBERTIDE;I BORGHI UMBRI;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC. BASTIA CRETI ;;06019;PG;075.9410854;3665459539;075.9410725;www.bastiacreti.it;info@bastiacreti.it;2295647.99068;4797148.10951;4;23;12;POINT (2295647.99068 4797148.10951);5;5;543601;ALTA VALLE DEL TEVERE
3225;7264;5;54056;UMBERTIDE;IL MOLINELLO;Agriturismo;3 spighe;SANTA GIULIANA - LOC. PALAZZETTO NESE 136;;06015;PG;075.9414248;;075.9414248;www.ilmolinelloumbria.it;info@ilmolinelloumbria.it;2301131.10946;4800670.39092;5;16;5;POINT (2301131.10946 4800670.39092);5;5;543601;ALTA VALLE DEL TEVERE
3226;14261;5;54056;UMBERTIDE;IL RANCO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Voc.il Ranco Loc.San Benedetto ;;06019;PG;075-9411038;3357017934;075-9411038;www.ilranco.it;sonia@studiofagnucci.it;2306149.56951;4800817.99158;5;17;5;POINT (2306149.56951 4800817.99158);5;5;543601;ALTA VALLE DEL TEVERE
3227;16720;5;54056;UMBERTIDE;IL TOPPO;Agriturismo;4 spighe;VOC. IL TOPPO - LOC. POGGIOMANENTE 59;;06019;PG;075.9414419;338/1016046;;www.iltoppo.it;info@iltoppo.it;1956886.0;5128102.0;4;9;4;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3228;18510;5;54056;UMBERTIDE;IL VECCHIO OLIVETO;Agriturismo;Agriturismo;Voc. Genga di Sotto -Loc.Racchiusole ;;06O19;PG;348/3040280;;;;ercolanimauro@gmail.com;1956886.0;5128102.0;4;18;6;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3229;19487;5;54056;UMBERTIDE;L'USIGNOLO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;VIA CASE SPARSE 52/A;PIERANTONIO;06019;PG;075/9414240;33568959O5;;;info@casavacanzelusignolo.com;1956886.0;5128102.0;1;4;2;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3230;17997;5;54056;UMBERTIDE;LA CASA DEL FALEGNAME I;Bed & Breakfast;Bed & Breakfast;VIA DEL CIRCOLO 7;NICCONE;06019;PG;3358072293;;0759413791;;valeriopacini@hotmail.it;1956886.0;5128102.0;3;6;2;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3231;16319;5;54056;UMBERTIDE;LA CASA DEL FALEGNAME II;Bed & Breakfast;Bed & Breakfast;VIA DEL CIRCOLO 2;NICCONE;06019;PG;3358072293;335/8072293;0759413791;;valeriopacini@hotmail.com;2300866.83852;4800019.47578;3;6;2;POINT (2300866.83852 4800019.47578);5;5;543601;ALTA VALLE DEL TEVERE
3232;16372;5;54056;UMBERTIDE;LA CASA GIALLA;Bed & Breakfast;Bed & Breakfast;FRAZ. NICCONE 233;;06010;PG;339/8407783;;;;giuix@hotmail.con,tittimedici@libero.it;2300862.57211;4800068.19987;3;7;3;POINT (2300862.57211 4800068.19987);5;5;543601;ALTA VALLE DEL TEVERE
3233;16491;5;54056;UMBERTIDE;LA CASINA DEL FOSSO;Bed & Breakfast;Bed & Breakfast;VIA COMUNAGLIA 384;COMUNAGLIA;06019;PG;333/9107189;075.9302397;;www.casinadelfosso.com;info@casinadelfosso.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3234;5520;5;54056;UMBERTIDE;LA CHIUSA;Agriturismo;5 spighe;S.S. NICCONE KM. 2 - LOC. MOLINO VITELLI ;;06019;PG;3285318690;;;www.lachiusa.com;agricolachiusa@gmail.com;2297641.06185;4798894.0925199995;5;18;5;POINT (2297641.06185 4798894.092519999);5;5;543601;ALTA VALLE DEL TEVERE
3235;9347;5;54056;UMBERTIDE;LA GENGA;Agriturismo;3 spighe;S.Lucia di Racchiusole Voc.Genga di Sopra ;;06019;PG;075/690334;;075/690334;www.lagenga.it;info@lagenga.it;2301013.21218;4788235.99051;4;18;4;POINT (2301013.21218 4788235.99051);5;5;543601;ALTA VALLE DEL TEVERE
3236;7596;5;54056;UMBERTIDE;LA GINESTRA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC. SAN BENEDETTO - SAN LEO ;;06019;PG;360/862840;;075.9302161;www.casavacanzelaginestra.it;info@casavacanzelaginestra.it;2306149.56951;4800817.99158;3;11;4;POINT (2306149.56951 4800817.99158);5;5;543601;ALTA VALLE DEL TEVERE
3237;16121;5;54056;UMBERTIDE;LA PREGHIERA;Residenza d'epoca;Residenza d'epoca;VIA  DEI  REFARI 2;CALZOLARO;06019;PG;075.9302428;;;www.lapreghiera.com;info@lapreghiera.com;2315886.7272900003;4818852.12916;9;18;11;POINT (2315886.72729 4818852.12916);5;5;543601;ALTA VALLE DEL TEVERE
3238;14762;5;54056;UMBERTIDE;LA TARTARUGA;Bed & Breakfast;Bed & Breakfast;Comunaglia del Niccone 248/a;;06019;PG;075.9410905;339/2869653;075.9410905;www.bedandbreakfast-latartaruga.it;latartaruga@netemedia.net;2295043.68423;4802921.00995;3;8;2;POINT (2295043.68423 4802921.00995);5;5;543601;ALTA VALLE DEL TEVERE
3239;14181;5;54056;UMBERTIDE;LE CASE DEL PRIORE;Agriturismo;3 spighe;Via Madonna del Sodo 7;PREGGIO;06019;PG;075-9410200;;075-9410200;www.lecasedelpriore.com;info@lecasedelpriore.com;2294374.28112;4790896.7334;3;8;3;POINT (2294374.28112 4790896.7334);5;5;543601;ALTA VALLE DEL TEVERE
3240;14243;5;54056;UMBERTIDE;LE NOCI;Agriturismo;4 spighe;Voc. Catolli di Mezzo ;MONTECASTELLI;06019;PG;360862840;;;www.agriturismolenoci.com;info@agriturismolenoci.com;2300857.46492;4802277.63892;7;18;8;POINT (2300857.46492 4802277.63892);5;5;543601;ALTA VALLE DEL TEVERE
3241;19538;5;54056;UMBERTIDE;LE RADICI;Agriturismo;3 spighe;LOC.RACCHIUSOLE ;;06019;PG;340/5113924;;;;soc.agr.leradici@gmail.com;1956886.0;5128102.0;3;12;3;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3242;9803;5;54056;UMBERTIDE;LE TORTORELLE;Agriturismo;4 spighe;LOC. MOLINO VITELLI 180;MOLINO VITELLI;06019;PG;075.9410949;;075.9410949;www.letortorelle.it;info@letortorelle.it;2298227.5504799997;4799531.54632;7;25;11;POINT (2298227.55048 4799531.54632);5;5;543601;ALTA VALLE DEL TEVERE
3243;5576;5;54056;UMBERTIDE;MARIDIANA;Agriturismo;4 spighe;MOLINO VITELLI 173;;06019;PG;3351570202;0759410776;0759410776;www.alpaca.it;info@alpaca.it;2297751.74461;4800276.59792;2;12;4;POINT (2297751.74461 4800276.59792);5;5;543601;ALTA VALLE DEL TEVERE
3244;19658;5;54056;UMBERTIDE;MAZZAFORTE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;FRAZ.MOLINO VITELLII 165;MOLINO VITELLI;06019;PG;3313428858;;;;sally_millington@hotmail.co.uk;1956886.0;5128102.0;1;6;3;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3245;7716;5;54056;UMBERTIDE;MONTE ACUTO;Agriturismo;3 spighe;LOC. MONTE  ACUTO 428;;06019;PG;075.9413710;339/1140830;075.9413710;www.agrimonteacuto.com;info@agrimonteacuto.com;2301773.80335;4794707.403059999;9;30;9;POINT (2301773.80335 4794707.403059999);5;5;543601;ALTA VALLE DEL TEVERE
3246;5572;5;54056;UMBERTIDE;NESTORE;Agriturismo;4 spighe;LOC. VERNA - VOC. I PIANI ;;06018;PG;075.9302126;336/635208;075.9271001;www.nestoreholidays.com;nestore@nestoreholidays.com;2297251.5304400004;4803846.6797400005;9;30;9;POINT (2297251.53044 4803846.679740001);5;5;543601;ALTA VALLE DEL TEVERE
3247;18209;5;54056;UMBERTIDE;PALOMBARO;Agriturismo;3 spighe;Madonna del Sodo 7;PREGGIO;06019;PG;075/9410200;;075/9410200;;;1956886.0;5128102.0;1;10;6;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3248;5561;5;54056;UMBERTIDE;PORROZZI CARLO;Agriturismo;2 spighe;VOC. SODACCI (BELVEDERE) ;;06019;PG;075.9413631;;075.8522088;;;2303622.83097;4799858.86297;3;14;4;POINT (2303622.83097 4799858.86297);5;5;543601;ALTA VALLE DEL TEVERE
3249;9292;5;54056;UMBERTIDE;PRATO DI SOTTO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;SANTA GIULIANA ;PIERANTONIO;06015;PG;075.9417383;;;www.umbriaholidays.com;peneloperadford@gmail.com;2305030.33616;4792560.35653;4;16;6;POINT (2305030.33616 4792560.35653);5;5;543601;ALTA VALLE DEL TEVERE
3250;5405;5;54056;UMBERTIDE;PRATO VERDE;Agriturismo;3 spighe;MOLINO  VITELLI - VOC. CECCHI ;NICCONE;06010;PG;075.9410958;;075.9410958;www.agriturismopratoverde.com;info@agriturismopratoverde.com;2298365.0495700003;4799712.66768;6;15;3;POINT (2298365.04957 4799712.66768);5;5;543601;ALTA VALLE DEL TEVERE
3251;9234;5;54056;UMBERTIDE;PUCCI PIETRO;Affittacamere;Affittacamere;VIA SCAGNETTI 24/a;;06019;PG;075.9415229;334/5031722;;;;2303752.76981;4798187.2533599995;1;5;2;POINT (2303752.76981 4798187.25336);5;5;543601;ALTA VALLE DEL TEVERE
3252;19667;5;54056;UMBERTIDE;QUARATA DI SOTTO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;VOC.QUARATA DI SOTTO LOC.LA MITA SPEDALICCHIO 319;SPEDALICCHIO;06019;PG;335/7542322;;;;marcopeverini@studiogreenumbria.it;1956886.0;5128102.0;1;8;2;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3253;18177;5;54056;UMBERTIDE;QUI SOTTO...LE STELLE;Affittacamere;Affittacamere;Via Spoletini 9;;06019;PG;334/9580216;;;www.quisottolestelle.it;quisottolestelle@gmail.com;1956886.0;5128102.0;6;12;4;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3254;9350;5;54056;UMBERTIDE;RELAIS L'ANTICO CONVENTO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC. RACCHIUSOLE - VOC.  MINCIONE ;;06019;PG;075/9413048;33471464680;;www.relaislanticoconvento.com;info@relaislanticoconvento.com;2298524.25176;4790406.18089;8;20;10;POINT (2298524.25176 4790406.18089);5;5;543601;ALTA VALLE DEL TEVERE
3255;5508;5;54056;UMBERTIDE;RIO;Albergo;3 stelle;Via Case Sparse 171/a;;06019;PG;075.9415033;;075.9417029;www.hotelrio.org;info@hotelrio.org;2304472.44446;4797294.90024;41;69;41;POINT (2304472.44446 4797294.90024);5;5;543601;ALTA VALLE DEL TEVERE
3256;19668;5;54056;UMBERTIDE;SAN NICOLO';Case e appartamenti per vacanze;Case e appartamenti per vacanze;LOC.SAN NICOLO' -MOLINO VITELLI ;MOLINO VITELLI;06019;PG;340 3166013;;;;radetzky.katharina@gmail.com;1956886.0;5128102.0;1;8;3;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3257;14564;5;54056;UMBERTIDE;SANTA CHIARA;Affittacamere;Affittacamere;VIA CASE SPARSE 24;PIERANTONIO;06015;PG;3498132297;;075.9414033;;paullandnites@gmail.com;2304602.5460900003;4797279.09211;2;8;3;POINT (2304602.54609 4797279.09211);5;5;543601;ALTA VALLE DEL TEVERE
3258;18976;5;54056;UMBERTIDE;SERENITA';Affittacamere;Affittacamere;VIA SOLI 55;;06019;PG;347/0620323;;;;locanda333@hotmail.it;1956886.0;5128102.0;1;3;1;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3259;9554;5;54056;UMBERTIDE;STAZIONE SERRA PARTUCCI;Bed & Breakfast;Bed & Breakfast;LOC. SERRA PARTUCCI 237;;06019;PG;328/4643981;075/9417826;;;sincaps@libero.it;2307193.57248;4799978.94429;3;5;2;POINT (2307193.57248 4799978.94429);5;5;543601;ALTA VALLE DEL TEVERE
3260;17365;5;54056;UMBERTIDE;TORRE MORGANA;Agriturismo;Agriturismo;LOC. PREGGIO 297;PREGGIO;06019;PG;339/3925875;;;www.torremorgana.com;info@torremorgana.com;1956886.0;5128102.0;1;6;1;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3261;9674;5;54056;UMBERTIDE;TRIBEWANTED MONESTEVOLE;Agriturismo;5 spighe;VOC. CAPANNO - LOC. MONESTEVOLE 492;;06019;PG;075.9415569;;;www.tribewanted.com;monestevole@gmail.com;2299118.62186;4793646.79017;4;18;6;POINT (2299118.62186 4793646.79017);5;5;543601;ALTA VALLE DEL TEVERE
3262;15419;5;54056;UMBERTIDE;VIGNE DI PACE;Agriturismo;4 spighe;case sparse 64;;06019;PG;3337710059;;;www.vignedipace.it;michela@vignedipace.it;2299192.65433;4797819.13343;5;18;5;POINT (2299192.65433 4797819.13343);5;5;543601;ALTA VALLE DEL TEVERE
3263;15429;5;54056;UMBERTIDE;VIGNE DI PACE I;Agriturismo;5 spighe;CASE SPARSE 64;;06019;PG;349/3202095;;;www.vignedipace.it;eleonora@vignedipace.it;2299192.65433;4797819.13343;7;22;7;POINT (2299192.65433 4797819.13343);5;5;543601;ALTA VALLE DEL TEVERE
3264;13471;5;54056;UMBERTIDE;VILLA VALENTINA;Country house;Country house;Loc. Il Lago Serra Partucci ;;06019;PG;075-9420172;;075-9420172;www.villavalentinaspa.it;info@villavalentinaspa.it;2307248.92942;4800004.77431;11;28;11;POINT (2307248.92942 4800004.77431);5;5;543601;ALTA VALLE DEL TEVERE
3265;19666;5;54056;UMBERTIDE;VIRGILIANO DI SOTTO;Affittacamere;Affittacamere;LOC.VIRGILIANO DI SOTTO - PREGGIO ;PREGGIO;06019;PG;06/512779;;;;;1956886.0;5128102.0;1;5;2;POINT (1956886 5128102);5;5;543601;ALTA VALLE DEL TEVERE
3266;6620;5;54056;UMBERTIDE;VOCABOLO CALDESE;Agriturismo;3 spighe;LOC. ROMEGGIO 565;;06019;PG;075.9413773;329/4094893;;;silvia.ramaccioni@gmail.com;2302759.06348;4797600.91043;2;6;2;POINT (2302759.06348 4797600.91043);5;5;543601;ALTA VALLE DEL TEVERE
987;6693;12;54014;COLLAZZONE;CASA SERVO;Agriturismo;Agriturismo;Via Niccolo Croce - Loc. Casa Servo 10;CASALALTA;06050;PG;3487966121;0758707348;0758707352;;mijke@tiscali.it;2310727.4512400003;4758079.27341;4;15;6;POINT (2310727.45124 4758079.27341);12;12;543608;TUDERTE
1010;6694;12;54014;COLLAZZONE;AGRITURISMO BELVEDERE DEL FRANTOIO PUCCI;Agriturismo;Agriturismo;Strada per il Puglia 40;CASALALTA;06050;PG;0758707128;;0758707128;www.perugiaonline.com/belvederepucci;belvederepucci@perugiaonline.org;2311212.2148;4757205.19765;9;27;12;POINT (2311212.2148 4757205.19765);12;12;543608;TUDERTE
1011;8865;12;54014;COLLAZZONE;AGRITURISMO IL MAGNIFICO;Agriturismo;Agriturismo;Via S. Orsola 76/bis;COLLEPEPE;06050;PG;0758749833;3450764552;0758749833;www.lamagnificamail.magix.net;lamagnificamail@gmail.com;2306151.35107;4755630.91147;12;25;12;POINT (2306151.35107 4755630.91147);12;12;543608;TUDERTE
1012;6696;12;54014;COLLAZZONE;AGRITURISMO SAN VITO PUCCI;Agriturismo;Agriturismo;Strada per il Puglia 120;CASALALTA;06050;PG;0758707128;;0758707128;www.perugiaonline.com/belvederepucci;belvederepucci@perugiaonline.org;2311486.58699;4755949.46595;6;17;7;POINT (2311486.58699 4755949.46595);12;12;543608;TUDERTE
1013;9956;12;54014;COLLAZZONE;CANALICCHIO BED & BREAKFAST;Bed & Breakfast;Bed & Breakfast;P.zza Duca di Genova 12;CANALICCHIO;06050;PG;3482225796;;;www.canalicchiobedbreakfast.it;canalicchio@gmail.com;2312396.78747;4758064.09255;2;4;1;POINT (2312396.78747 4758064.09255);12;12;543608;TUDERTE
1014;15258;12;54014;COLLAZZONE;CASA VACANZE RIPA ALTA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Voc. Ripa Alta ;;06050;PG;0758701172;;0758701218;www.casavacanzeripaalta.it;info@casavacanzeripaalta.it;2309729.57989;4751632.16584;6;24;9;POINT (2309729.57989 4751632.16584);12;12;543608;TUDERTE
1015;14033;12;54014;COLLAZZONE;CASAL CERQUETO;Country house;Country house;Strada Gaglietolese 19;CANALICCHIO;06050;PG;0758707137;;0758706107;www.casalcerqueto.com;casalcerqueto@gmail.com;2312408.1101599997;4758087.81738;16;51;16;POINT (2312408.11016 4758087.81738);12;12;543608;TUDERTE
1016;6272;12;54014;COLLAZZONE;COSTA DEL LOCO;Country house;Country house;LOC. COSTA DEL LOCO ;CASALALTA;06050;PG;0758707342;3387174898;0758707342;www.costadelloco.it;"info@costadelloco.it; costadeloco@teletu.it";2310711.88215;4753330.92442;26;118;27;POINT (2310711.88215 4753330.92442);12;12;543608;TUDERTE
1017;11066;12;54014;COLLAZZONE;DELUXE COUNTRY APARTMENTS;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via G. Garibaldi ;CANALICCHIO;06050;PG;0758707325;;0758707296;www.relaisilcanalicchio.com;relais@relaisilcanalicchio.it;2310647.95688;4752888.01105;16;34;16;POINT (2310647.95688 4752888.01105);12;12;543608;TUDERTE
1018;18808;12;54014;COLLAZZONE;FATTORIA LUCHETTI;Agriturismo;3 spighe;Strada dei Canali 23;GAGLIETOLE;06050;PG;3382240283;3357118100;;www.fattorialuchetti.com;agriturismofattorialuchetti@gmail.com;1956886.0;5128102.0;4;9;4;POINT (1956886 5128102);12;12;543608;TUDERTE
